sentence,Positive,,,
MASHA ALLAH . ALHAMDULILAH SEMANGAT SEMUA PATUHI ATURAN . TAIwan berdoa .,1,,,
Masalahnya yg kaya dri luar negeri masuk ke indo bawa penyakit pak2. Orang2 luar liburan ke indo bawa penyakit juga. Lah yg miskin kita2 ini diem di indo doang pak. Haduh pak2,1,,,
Masaalloh tabarokkallah suara x merdu banget semoga Aa Raffi Ahmad menjadi panutan tuk orang lain di sekitar x menjadi kak yg penuh pengorbanan dan sekaligus Ayah tuk adik 2 x Amin tuk kak Raffi dan kak Gigi sehat selalu panjang umur dan selalu rendah hati semoga Allah senang tiasa melindungi Amin jadi keluarga sakina mawadah baroka wahramah Amin Yarobbalallamin Allahumma Amin,1,,,
Masa allah tinggal sm mba gigi dong th nissa duet y Tpi nanas tetep main piano keren,1,,,
"Marilah kita bersikap tenang dan sabar. Soal Ahok serahkan saja kepada penegak hukum. Hasilnya pasti tidak akan mampu menyenangkan semua orang. Mari kita gunakan energi kita untuk berkarya nyata, hindari saling mencaci-maki atau saling menyalahkan.",1,,,
Marilah bersama sama banyak doa.. Gak usah saling menyalahkan. .pasrah .kun fayakun,1,,,
"Mantuul bingits Kak Siti Badriah , keren ?￰ﾟﾑﾍ?￰ﾟﾘﾎ?",1,,,
Mantttaaapppp... setujuh bangeettt biar tau menghargai setiap peraturan..,1,,,
Mantep walikota pemerintah pusat lamban,1,,,
"Mantap,seneng liat.a rara bisa tampil di tv lain,sukses buat @BROWNIS TRANSTV",1,,,
"Mantap,,bagus nya aa raffi main piano,,nisya,nanas dan gigi yang nyanyi,,",1,,,
Mantap sampe sedih ngeder salawat Tan yang robbi,1,,,
"Mantap bila di serahkanke pemerintah daerah, karna beliau lebih tahu siapa yg pantas aja mendapat (sembako)",1,,,
Mantap ? smoga diberi kesehatan Amiin ?￰ﾟﾙﾏ? kak Syakir Daulay Amiin ?￰ﾟﾙﾏ,1,,,
macam tak percaya je brownis di tayang kan..tp best la akhirnya dpt tgk brownis lgi..?,1,,,
Maaf bukan nyindir!!! Gk boleh apa biar kali ini aja pake ijab kan nyanyi lagu islam juga,1,,,
Maa Syaa Allah.. nambah otak Pak stiap denger penjelasan Bapak.. Terima kasih Pak..,1,,,
LUNA pantes untuk di julukin Artis multi talenta ?￰ﾟﾘﾍ,1,,,
"Lucuuu juga ,senetronya sukses slalu pak haji moga slalu diberikan kesehatan amiin.",1,,,
"lucu, kocak, semangat terus buat keluarga ting ting, semoga tambah sukses, banyak yang nanya mbak yani tuh nongol sekarang, semangat terus",1,,,
Lucu seruh banget kelearga ting ting.bs mengibur ?￰ﾟﾑﾍ,1,,,
lucu kang sule..putri bangga sama kang sule..kerja keras untuk keluarga..cari wang itu susah..semoga kang sule sukses selalu ya?￰ﾟﾘﾍ?￢ﾝﾤ,1,,,
Loveeee from Malaysia ?￰ﾟﾇﾾ ?￰ﾟﾒﾕ Salam takziah untuk bunga ats pemergian suami tercinta,1,,,
Love you kak mel. Selalu Jadi inspirasi buat yang lain. Pribadi yg baik dan di cintai banyak orang. Semoga tuhan selalu melindungi dan memberikan kebahagiaan buat kak mel dan keluarga. Love you ka mel,1,,,
"love banget sama bunda Sarwendah dan sukses selalu untuk diary Sarwendah dan MOP chanel,,,trending kan gaeesss",1,,,
Loli udah mateng banget akting dan vokalnya.... terus di asah lagi ya loli talentanya... harus jadi next Diva Indonesia... GBU,1,,,
Lngsung kesini bolak balik cari info sdh di upload or belum akhirnya sudah Rara you're the best Stay save stay healthy keep humble Jadi anak yg shaliha aamiin,1,,,
Like ke 172 komen ke 23,1,,,
"Like dulu donk rappernya vicky ,, nie liriknya... Tangan kiri ular sepatikan menjalar sepatikan dan nalar sesakku mata menjerat , tiada kadang aku tuk takut dan menular kalau kau buang ganti stick golf yg di tangan , one two three four fjsjsjsjsbjskdoxnwan the six , jgn kau maksa sakit jika terbit terpetik jika dalam hati tuk panggung kau berbisik jika kau buang kembali saja pada payung , jsjzidijwnwkskkssjj umbrella itulah sebuah setiap untuk kita tertawa jgn takut dan jgnlah putus asa coba kau buktikan kau memang layak cinta ,, Itu yg gua dengerRead more",1,,,
Like & komen dulu mumpung masih iklan. SUKSES selalu TEAM Diary Bunda sarwendah.SUKSES MOP chanel.,1,,,
"LIHAT !!!WAJAH,PARTAI ,INISATOR UDAH JELAS KAN SEREM !!!PDI KOMUNIS ,AMAN AMAN SAJA !!!!",1,,,
Lesty anak yg baik.... semoga dipilihkan Allah sosok yg terbaik menurutNYA..... yg menyayanginya setulus hati...semangatsss ya dedek,1,,,
Lesti the best,1,,,
Lembut suaranya Tiara ... uenak pool ditelinga ...,1,,,
"Lelaki masih usia 22 tahun tapi pemikirannya udah dewasa itu jarang zaman sekarang yang udah mulai mikirin masa depan. Semoga kelak aku dipertemukan dengan jodoh yang mampu menerima ku apa adanya, hal yg belum kita bisa lakuin kita belajar sama2, dan tentunya atas restu Allah SWT. Aamiin Insya Allah",1,,,
"lebih suka video clip yg ini, karna focus sama mereka berdua. berasa mesranya. tp pas adegan yg nyanyi didepan pintu, kak adit nya kayanya keringetan itu... gerah ya kak???? tp tetep ganteng kak. aq udah download dua2 nya video nya. udah di like & subscibe?",1,,,
"lebih kurang 1juta lebih rakyat aku dari Malaysia mendengar lagu ini,.. dari kanak-kanak hingga dewasa...salam serumpun dri Malaysia",1,,,
Lebih baik mendoakan saja . Dari pada meributkan yang tidak jelas . Percuma ini dunia youtube apapun menjadi acuan atau viral memviralkan . Sedangkan korban hanya butuh doa dari kita bukan meributkan masalah settingan seperti ini .setuju like #prayfornewisland,1,,,
LANJUTKAN Jendral Gatot rakyat bersama Bp demi NKRI tercinta tanah air Indonedia milik bangsa Indonesia mari kelola dgn baik demi kemakmuran bangsa Indonesia,1,,,
Lanjut Brownies..... terima kasih sudah menghibur,1,,,
"Langsung upload ya ngak pake lama, moga trending",1,,,
Lagunya sangat menyentuh sukses selalu ya bu ayu tingting cantik,1,,,
"Lagunya gw ulang ulang,soalnya ngena banget di hati sampe nangis karna keinget nenek yang udah ngak ada?￰ﾟﾘﾭ?￰ﾟﾘﾭdan tahun kemarin jadi ramadhan terakhir buat aku sama nenek.semoga nenek bisa tenang di alam sana?￰ﾟﾘﾭamiin2REPLY",1,,,
Lagu sekeren ini dgn kolaborasi yg sgt harmony.. msh ada ya yg dislike.. ga menghargai.... ini keren asli.. terus berkaryaa.. ?￰ﾟﾏﾻ?￰ﾟﾏﾻ?￰ﾟﾏﾻ,1,,,
"Lagu paling bnyk tontonan di indonesia , tahniah terbaik 570juta",1,,,
Lagu nya enak bgettt..ademm di hati dn suasana..,1,,,
Lagu nya buuagus ikii Tradisoinal dan modern +video clip nya.,1,,,
Lagu ni memang syok gile punye. Baik pun kanak² hingga dewase memang layan habis Xkire dh berumur mesti terhibur. Orang stres jdi normal balik. Lantak goyang alunan muzik ni. Sangat menyeronok'kan sampai gelak terbahak pabile goyang same² ngan rakan²...perrhhg mercik habis weiii...,1,,,
"Lagu lagi syantik views nya udah 500M lebih wah ini keren ,kira² bisa 1 billion ga ya .semoga sih",1,,,
"Lagu Jera dari awal masuk sampe selesai sangat merinding gua dengernya, apakah ada yang sama dengan gua? Di ulang-ulang terus sampe batre sisa 3% ?",1,,,
"Lagu ini sesuai banget buat warna suara Unge,request buat Unge selanjutnya kalo keluarin album semoga lagunya sesimple dan seasik lagu di video ini,semangaat Unge!?",1,,,
"lagu ini semakin diputar semakin nagih nggk mu brenti, love bngt ma lagunya ayu ting ting and karemcem....",1,,,
"Lagu ini benar benar Amazing ,begitu pun suporter Aurel sngt kompak..",1,,,
lagi masa masa begini liat tayangan brownis bintam nya rina nose...sutre jd ilang ngakak mulu....... ayo dong berikut nya.....bintam nya yg kocak kocak bae...... ...hari ini aku happyyyyyy,1,,,
"Kupang Hadir jam 11.24 Diary Sarwendah dan Mop Lovers. Semangat Bunda. Banyak hal yang kami dapat dari Diary Sarwendah, semoga kami bisa membantu orang-orang disekitar kami yang mengalami kesulitan dan kekurangan. Terima kasih Sahabat Diary Sarwendah dan MOP Channel. Kami menanti karya-karyamu yang baru.",1,,,
Kupang Hadir jam 11.01 Like 15. Sahabat Diary Sarwendah Dan Team MOP Lovers. Masih jam kerja belum beri Comen apa-apa.,1,,,
Kualitas suara yg semakin memukau... Sukses sll agnes Tuhan memberkatimu.. Amin,1,,,
Ku akui kalau ibu sambung bundha Asyanti Baik bgtt sosok ibu sambung hti ny sngt mulia bgt dech.. smngt terus buat kak aurel &adek Adriel?￰ﾟﾒﾞ?,1,,,
"komend pertama yeah aku fans bangat sama the onsu family,keluarga yang sederhana bangat,aku dari kupang",1,,,
"Komen dulu ah sebelum ngelanjutin nontonnya, suaranya terlalu lembut boleh, tapi jangan sampai kurang jelas / kurang terdengar.. Ya namanya netizen bisanya komen, tapi aku baikkan komennya.",1,,,
Kok gw g percaya nanaz bisa ? alhmdulillah akhirnya ada bakat dia ?REPLY,1,,,
"KOK AKU NANGIS DENGER LAGU INI?￰ﾟﾘﾭ... Semoga adit tulus sm mpok elly....semoga jodoh selamanya,salut kalau memang tanpa pamrih apapun ...laki2 idamann ?￰ﾟﾥﾰ",1,,,
"Kocakkk ,, pecahhhhj. Brownies besttt",1,,,
Kocak bener kang sule Saya sampai sampai tertawa sampai perut saya sakit?,1,,,
"Klu bintang tamunya yg berprestasi seperti ini baru bagus plus pembawa acaranya juga asyikk semua, seru dah,, yg penting bintang tamunya yg tdk pansos sensasi setingan yg tdk mutu itu",1,,,
"Klo ga mau rame atau di hujat ngapain di omonginnya di sosial media, klo memang bunda dorce percaya dengan mimpi nya alangkah baik nya langsung aja ke tempat rapfi.",1,,,
KK syanaz sama KK Nisya kayak anak kembar bingung bedainnya ?,1,,,
Kita rakyat jg hrs kerja sama.. Jgn mudik2 dlu..than dlu..sampai wabah nya redah..agar B's Bantu dkter n petugas lain nya kerja lbh maksimal..klo keluar2 Dan terinfeksi malah Akan menambah berat tugas mereka jg..secara kalau yg kena infeksi lbh bnyak dari pada perawat nya gmn para petugas spti dokter2 Dan petugas medis lain NYa B's menjalan kan tugas dgn maksimal.tlg Kita sbgai rakyat jg membantu mrka dgn stay at home..memang berat..tp hrus diupayakan,1,,,
"Kisah hidup yang menginspirasi, sehingga melahirkan generasi yang the best, hikmah dalam kisah wayang yang diceritakan sang kakek tertancap dalam sanubari, orang tua pak jokowi sukses dunia akhirat Insya ALLAH, nice ?￰ﾟﾒﾖ",1,,,
Kerennnnn bangttttttt ia tuhannnbb,1,,,
"Kerenn,,like2 agnesmo artis yg tdk mudah di undang di talk show manapun",1,,,
kerenn bunda tuh bisa jadi apa aja.....istri dirumah..jd ibu..jd wanita karier elegant cantik smart ..pinter mandarin.ingriss bestt,1,,,
kerenn bangett....aditya and mpok elly....sukses ...,1,,,
"Kerenn Ayutinting tuh suaranya virall.., sukses buat Ayutinting cantik.., ini bronis sll seruu, host2 nya kompak.., Ruben kalo dilihat, diperhatiin orang yg baik hatinya..pantes jd orang sukses.. dan skarang Ruben tambah ganteng, bajunya keren2 , still habis..",1,,,
Keren....totalitas akting nya Azof... Gue suka gaya Lo ?￰ﾟﾏﾼ?￰ﾟﾏﾼ,1,,,
"Keren....tidak maen fisik ke lawan main, kata2nya bnr2 lucu tp tdk merendahkan orang lain, lbh cenderung ""menyakiti/merendahkan diri sendiri"" salut pisan kang sule, Salam ti Urang Majalengka",1,,,
Keren parah. Artis multitalent kaya gini nih yg patut di acungin jempol,1,,,
KEREN PAK PRES! RAKYAT IJO TOMAAATTT MARI KITA TRENDINGKAAANNN!,1,,,
Keren nih ayu... Tampil beda dan sensual namun masih sopan.. lagunya juga menyentuh hati..,1,,,
Keren banget mbak ayu Ting Ting Tambah cantik Kalau liat ayu Ting Ting performance bikin happy menghibur lupa akan corona,1,,,
keren abis....semoga berjodoh ya..aamiin ya robbal alamin,1,,,
Keren abis music dan melodix pas banget?,1,,,
"Keren .mmang hrs gitu....pemerintah hrs tegas..NEGARA KLO INGIN MAJU DAN BERHASIL HRS TEGAS DAN DISIPLIN SERTA KETAT... KRN NEGARA2 YG BERHASIL..SALAH SATU NYA HRS DISIPLIN..CONTOH NEGARA, SINGAPORE, ENGGRIS, JERMAN...ITU TEGAS...DAN LIHATLAH...NEGARA2 MRK ITU MAJU ...",1,,,
"Kereen bangettttt?￰ﾟﾘﾍ mereka berdua emg berbakaattt, keluarga rans berbakat semuaanyaaaaa❤️❤️",1,,,
"Kereeeeeeeeeeeeen bgt,, cocok semoga allah jodohkan, syakir & adiba amiiin ?￰ﾟﾘﾍ?￰ﾟﾘﾍ",1,,,
"Kerana coronovirus , Aku dengar lagu ini setiap malam , tak boleh keluar dari rumah sampai akhir bulan march Jadi , duduk rumah bertelur",1,,,
"Kepintaran anak, Kedewasaan anak, tak luput dari cara pintar ibu dlm mengasuhnnya... Dan itu sdh berhasil ashanty lakukan tanpa memandang sisi darah dari setiap anak... So, proud of you bunda karena sdh mengatur rapih kembali kaca yg pecah berserakan dulunya... Merangkul erat serta saling sayang satu sama yg lainnya....cara sayangnya melebihi ibu kandung.. Sungguh malaikat tak bersayap,, jaga kesehatan bunda semua anak merindukan sosok ibu sepertimu ❤️ salam syg dari Yogyakarta ?￰ﾟﾙﾏ",1,,,
KEPASTIAN....kapan Corona berhenti dari bumi Borneo. Tapi kalau lagu Aurel KEPASTIAN sudah pasti bertahan ditrending 1 dong,1,,,
Kenapa sih Enak banget suaranya Kk ariel dan kk unge ? Putar ulang2 gak bosen,1,,,
Kenapa lagunya enak banget sih woeyyyy udah 10x lebih diulang2 ngabisin kuota aja ?,1,,,
Keluarga yg slalu kompak dan kocak?￰ﾟﾤﾣ? sngat mnghibur jd lpa bsok mau beli susu anak dari mana ?,1,,,
Keluarga is the best we love you mas Anang bunda asanti brafoo?￰ﾟﾒﾪ?￰ﾟﾒﾪ?￰ﾟﾑﾍ?￰ﾟﾒﾓ?￰ﾟﾒﾓ,1,,,
Keluarga ayu ting ting keluarga favorit ku dong keluarga harmonis,1,,,
Kelakar terus lihat kelakuan kaka rina nose ?￰ﾟﾘﾂ?,1,,,
"Kelak ni bocil akan jd penyanyi atw pelawak hahah, mdh2 an mereka sukses ke dpn nya.. Aminn",1,,,
"Kasus positif 1.285, mninggal 114, sembuh 64... Mudah2an Allah melindungi kita semua yg mudah2an tidak terkena,,dan yg sudah positif mudah2an sembuh lagi..aamiinnn",1,,,
"kangen waktu masa"" kecil...kw main karet .. keluarga TING TING … MEMANG IS THE BEST",1,,,
"Kangen m kecerian dn canda lepas Ayah Ruben ,dngn nonton brownis terobati deh hehehe ...,Atah Ruben ,Mami igun smg selalu sehat .Aamiin",1,,,
Kangen banget nonton brownis gara2 tv rusak ? Lucunya suara kak ayu ?,1,,,
Kang suleeeee sumpahhhhhh skt peruttt ?￰ﾟﾘﾂ?￰ﾟﾘﾂ?￰ﾟﾘﾂayah sm anakny putri lucuuu ?￰ﾟﾤﾭ keder kalender?￰ﾟﾘﾂ?￰ﾟﾘﾂ?￰ﾟﾘﾂ,1,,,
Kang Sule...apakah Kang Rifky Aliando sudah pernah jadi bintang tamu di Ini Talk Show? Jika sudah apakah boleh diundang lagi? Selalu sukses buat Ini Talk Show. Salam,1,,,
Kang Sule. ....anda adalah comedian terbaik....best ever....sehat selalu yah..fighting!!!,1,,,
"Kang sule selalu menghibur bangettt ,, apapun acara yang ada kang Sule selalu bikin perut sakitt ketawa mulu",1,,,
"Kang sule pinter ,ngelawak tanpa menjatuhkan harga diri orang dengan lawakkannya ,,salut dah ngakak terus wekawekaweka",1,,,
"Kang sule pelawak legendaris,yg setuju like guys?￰ﾟﾘﾁ?",1,,,
Kang sule biar ngelawak juga selalu di selipkan kata2 bijak..jadi penonton juga gak sia2 cuma ketawa ketiwi doang tapi tetap dapat pelajaran...TOP deh kang sule ?￰ﾟﾏﾼ✌️,1,,,
Kang Sule bener2 kreatif deeh Bikin sakit perut n mulut krn ketawa terus ?￰ﾟﾘﾂ?￰ﾟﾤﾣ?￰ﾟﾤﾣ?,1,,,
"Kamu suka nonton Diary sarwendah,like di sini ya DIARY SARWENDAH sanqat menqispirasi baqi banyak oranq,trendinqkan yuk kak",1,,,
"Kamu pantas jadi idola banyak orang karena selalin talenta yg kamu miliki didalamnya kamau sebar cinta, memaafkan dan hal positif lainnya...... You are realy superstar",1,,,
"kalo pormasi lengkap kan enak ngehiburnya?￰ﾟﾘﾂ? sule bener bener nasehatin bang Andre,, salut buat mereka semua. Waktu sule cerai sama teh Lina Andre yang nasehatin, sekarang giliran Sule yang nasehatin Andre.. bener bene saling mengerti",1,,,
"Kalau ada alifa pecah dah wkwk.. ini nih pelawak masa depan, kereen",1,,,
"Kakak sering upload ya kak, kak nisya sering2 cover lagu dong suara nya merdu banget ?￰ﾟﾑﾍ",1,,,
"kak sulle lucu bangat komesi nya , the best selalu deh semangat terus",1,,,
Kak sule emng hebat... Luar biasa kocaknya?￰ﾟﾘﾂ Sukses sllu kang sule dan kang andre.. Sukses buat caranya ini talk show.. Semoga panjang acrnya.,1,,,
kak ayu tt lagumu masih enak di dengar tidak bosan untuk mengan tidurku semuga lagu2mu ak suka,1,,,
"Kak Agnezmo bener2 kalau dah nyanyi lagu genre ballad penjiwaannya dalem banget sampe aku yg nggak ngalamin cerita yg ada di lagunya keikut sedih, galau, berantakan. Love you kak Agnezmo. Saya tunggu karya balladnya lagi. Rindu banget sama balladnya Agnezmo.♡",1,,,
"Ka mel sumpah kenapa lucu banget ?￰ﾟﾘﾂ aku sama mama selalu ketawa kalo nonton ka mel ?￰ﾟﾤﾣ sehat terus ya kak biar bisa hibur semua orang, sukses ?",1,,,
JUJUR SAYA SUKA KALI DENGAN SUARA MUSIKNYA DAN LAGUNYA. INI KOMBINASI MUSIK JAWA DSN DANGDUT.,1,,,
"judul nya bikin haters jingkrak"" ,semangat dan semoga sehat selalu, sukses juga buat 4host yang selalu menghibur, kompak dan kocak semoga persahabatan kalian tetap langgeng",1,,,
Jooos gaspol kasih ambyaar Nur The Powers Of King's Trensding,1,,,
"JOKOWI 2PERIODE SALAM JEMPOL JOKOWI GASS POLL ..,, SEMOGA PAKDE JOKOWI DADI PRESIDEN MANEH YA ALLAH !!",1,,,
"Jangan mudiiiik doong . Jika kamu mudik berati kalian tdk syang kluarga , TP jika kalian tdk mudik maka kalian lebih sayangi kluarga kalian ... Tunggu setelah COVID 19 ini hilang dulu baru mudik . Yakinlah semua ini ada hikmah terindah dikemudian ,SEMANGAAAT saudara""ku tdk mudik .itu .bukn hanya kalian .. kita yg di luar pun tdk mudik demi cinta kluarga ...",1,,,
Jadikan trending 1 yang setuju like,1,,,
Itulah knp klo ngundang agnes honornya mahal..krn perform panggung mwpun personality sgt bagus.. Yg bagus itu mahal..,1,,,
"itu betul banget,kebijakan pak presiden ini benar buat orang indonesaia patuhi peraturan pemerintah",1,,,
Istrinya sule kurang bersyukurrrrrrrrrrrrrr bngett ya... Punya suami. N anak2 yang baik. Apalagi kang sule tajirrrr melintirrr,1,,,
"Intinya dalam agama Islam yg penting keimanan yg kuat dan tak putus asa serta berharap selalu hanya kepada Allah SWT, dan tak lupa untuk selalu bersyukur,, Allah SWT sudah mengatur rezeki yg harus dijemput dengan usaha dan tawakal kepada Allah SWT",1,,,
ini yg paling di tunggu keluarga tingting yg lucu dan gokil abis dh ❤️❤️,1,,,
Ini yang ditunggu-tunggu.. akhirnya ayu kembali lagi.. tambah semangat deh nonton ini brownies.. semogah ayu sehat selalu Amiiiiin ?,1,,,
Ini tuuuu ga bagus .. Tp BAGUUUUUUUUUUS DAN KEREEEEEEN PAKE BANGET. .!!!!!! .. Nyentuh bgt nyampe hati ..semoga viraaaaaal,1,,,
"Ini talk show the BEST la, from Malaysia ?￰ﾟﾇﾾ?￰ﾟﾇﾾ?￰ﾟﾇﾾ",1,,,
Ini talk show memang terbaik... Lawakanya bikin ngakak,1,,,
"INI TALK SHOW AKHIRNYA TRENDING LAGI ya ....Alhamdulillah .semoga menjadi pelajaran buat semua entertain seluruh indonesia..untuk hati"" dlm berdialok....sukses selalu buat semuanya...Amin",1,,,
ini salah satu tv yg patut di contoh olh tv mnapun.. ini yg nma.ny kerj dgn kekeluargaan.. welcome mami nunung.. salut buat smua.ny smoga skin suksess aminnn,1,,,
"ini official music video ayu ting ting yg terbaik dibandingkan lagu ayu yang lainnya,,( menurut saya ).. suka bangeett,, go,, go,, 10juta viewers.. sukses selalu buat ayu ting ting,,",1,,,
Ini muka jdi kaku ngakak mulu ?￰ﾟﾘﾂ? aduduh thanks bgt net TV,1,,,
Ini mah lagunya udah GO internasional banget nijir,1,,,
"Ini lah anak durhaka sama ayahnya nasibnya juga sellu rumit,kluar dr penjara ma Ah bikin vd pulgar dnt care sama ayahnya kualat kasihan bayinya nanti lahir di jeruji besi",1,,,
"Ini hari kesikian kalinya sambil membereskan pekerjaan rumah mendengarkan lagu ini, Tidak akan bosan, senuah karya anak Bangsa yang membuat dunia persilatan dunia maya heboh, ada yang suka dan ada yang tidak suka, yang tidak suka jangan berlebihan yaa nanti jiwa dan raga bisa sakit lhooo. love you all let's rock with this amazing song.364REPLY",1,,,
"ini di acara umum, bukan acara rohani. tapi di izinkan doa secara kristen dan tetap di tayangin. Aku nontonnya bahagia sekali. thanks to trans tv, thanks to brownies.. Jesus bless us ?￰ﾟﾒﾕ",1,,,
"Ini bener2 lagu ter'favorittttt sepanjang karya agnes mo yg lain nya, yg ini yg slalu di ingatttt , dan nyentuh bgt ?",1,,,
"Ini baru namanya ustadz yang mantap, ceramah adem dan membawa nilai2 kebaikan",1,,,
"ini baru cerita gada adegan selingan lain,bener sesuai judul samudra cinta jd enak nontonnya,adam azof dapet banget akting nya,keren keren,sukses trs tuk x an..",1,,,
"Ini anak unik banget. Pinter ekspresi, pinter nyanyi dan lawak. Bisa seperti Sule.Multi talent",1,,,
"Inget kalau kalian sudah di atur, Anda namanya tidak patuh dengan negara, Dan tidak nurut dengan agama, Seharusnya malu kalau melanggar...",1,,,
"Idolakuu lady Raraa the best , Alhamdulillah , terima kasih buat tim brownis transTv udah mengundang kesayangan kitaa , semoga sukses buat semuanya amiin ...",1,,,
Ibu adalah emas yang tak ternilai harga nya Yang sayang ibu like ya,1,,,
"I show this song to my niece. Even she doesnt understand the language, she tries to sing & dance. Love from Nepal❤",1,,,
I can't understand the lyrics but it's awesome song?￰ﾟﾔﾥ,1,,,
"Host Indonesia kesukaanku Melanie richardo,sarah sechan,ben khasafani,najwa shihab,indra herlambang,alvin(just alvin). Host² berkwalitas.",1,,,
Horeee Brownis Hadir Lagi Terhibur bangat,1,,,
Hore...?￰ﾟﾑﾏ?￰ﾟﾤﾗ eteh otik gues sembuh..bintang tamu y eth otik otik ?￰ﾟﾘﾘ?￰ﾟﾘﾍ? miss you ? all setia hadir dr Abu Dhabi untuk acara brownis,1,,,
"hidup sehat, disiplin, tidur cukup, olahraga. Insya Allah cepat sembuh.",1,,,
Herman Popule5 days agoKeren ya team blessed management ?￰ﾟﾑﾏ?￰ﾟﾑﾏ? sukses terus kak Melanie Ricardo. After polemik ini pliss KOM3DO bisa adain meet n great kak ya. God bless you all ?,1,,,
Has banget suara ng ayu tingting Cantik,1,,,
"hari semakin hari perbanyak lah doa untuk negeri kita ini, marilah kita sama2 berjuang lawan pandemi ini, ikuti anjuran pemerintah, sekiranya tidak penting tidak usah keluar rumah, kalopun ada yg terpaksa keluar rumah jangan lupa jaga kebersihan dan kesehatan.. Semoga Tuhan memberkati Indonesia dan kita semua dimanapun kita berada.. amenn",1,,,
"hari ini bener2 ngakak guling2 lihat rina nose,ayah bensu keren di kuncir kaya anak bujangnya",1,,,
hanya orang yg syirik yg tidak suka lg ini dan unlike this vidio gak suka vidio ini tp diliat trus kasih jempol kebawah aneh tuh orang macam itu semangat trus ayu tingting tuslah berkarya msh banyak yg mendukung... merdeka,1,,,
"Hallo Bunda sarwenda, moga bunda sll dlm keadaan sehat, di lindungi dr orng2 jahat, di limpahkan Rizkynya Amiinn....",1,,,
Hahahahahahahahahahaha....ayoooo pak GEBUK pakde PKInya nongol tu benderanya berdampingan sama PDIP....nggak lihat ya pak....waduuuuh.....pak bagaimana ini Bangsa ini bisa Perang lagi kalau bapak nggak bisa tegas.....ini Umat Islam sudah banyak Sabar...tolong bapak jangan diam saja....sudah jangan di bunuh di BUNTUNGAIN pak dia kan Pribadi...,1,,,
Hahahaha... Eta budak gemezz amat mani hayang noktrokk lahhh...?￰ﾟﾘﾂ?￰ﾟﾤﾦ Sule is the best...?￰ﾟﾑﾍ?￰ﾟﾔﾝ?￰ﾟﾔﾝ❤️❤️❤️?￰ﾟﾌﾷ?,1,,,
"Hahahaaa,,,,kak rina kocak,lucu bget",1,,,
hadir sllu buat my idola qu lady rara mantap kerrennn smga smkin suksezzz dek karir mo amiennnnnnnnnn,1,,,
"Hadi assegaf mau gk jdi anak angkt bunda hotim,suaranxa sangat merdu bngt.sma kyk aishwa nahla karnadi sama 2 pintar l like you dont four get me",1,,,
"haahh sesek ,muak ak ngeliat rakyat Indonesia kesadaran diri kurang bnget",1,,,
Haaaa Rina nose kocak banget bikin tawa sendiri liatnya ?,1,,,
"Gw slalu hadir nonton bapau mulai belum 1jt subc sampe skarang ga bosen2 ih., Suka banget slalu ada pelajaran penting di stiap vlog nya?￰ﾟﾘﾻ?￰ﾟﾘﾻ? sehat slalu utk kluarga bapau?￰ﾟﾇﾮ?",1,,,
"Gw lebih suka penyanyi Agnes Mo,dari pada penyanyi lain di indo yg kebanyakan pansos! (Walau berdarah Americ,but she has a soul indo?￰ﾟﾇﾩ) Who agree like/yg setuju like?",1,,,
"GUYS LANGSUNG LAPORKAN AJA KALO ADA KOMEN EMOT GAJELAS DAN KOMEN LINK KOMENTAR VIDIO IDOLA LAIN, KITA FOKUS SAMA LAGU KA LOLY AJA.",1,,,
"Gue salut sma bunda dorce . Dri hidup susah sampai dia angkat ank pda jdi biar dia seperti itu tpi dia ttp manusia sempurna dimata alloh mudh "". Bunda sukses trs dlm karir nyaREPLY",1,,,
Gresik hadir MOP channel DIARY Sarwendah Sukses terus buat mop channel... slalu support program dari Mop channel,1,,,
"Great song, i love Indonesia, I have a great moments when I was living there and will be always in my heart, much love from Spain.",1,,,
Good luck for diary sarwendah will love you forever,1,,,
"Good job melani ,,, iman kuat , kamu talented ,, Biar lah Di mata sebagian orang usil dan ngjudge your fisik like dady , dady is very rude , selfish ,arrogant and confused man. but Jesus love you and your family more than anything . Jangan pernah berhenti buat Tuhan Jesus happy and smile Becsuse the lord will always beside you and guide ..,you.. JBU ❤️✝️",1,,,
Go trendinggggg... Yang setuju like. Tq Maju terus industri musik indonesia,1,,,
"Gk pernah bosen utk dengerin ini, love aurel...anak online mak2 se indonesia..",1,,,
"Gilaaakk mikrofon ny sampe sejauh itu, tp power suara ny ttap kdengeran jelassss.. bner2 teknik yg sulit..saluttt..wajar lah kalo level internasional",1,,,
Gilaaa liburan gini liat rina sumpah ngakak poll seruuu balik lagi dong sama dtrong wkwk,1,,,
Gila siiih.. Meskipun bintang tamunya bocah2 tapi asli ngakak?￰ﾟﾤﾣ Alifa + Alwi.. Cucook..?￰ﾟﾘﾆ,1,,,
Gila ini keren banget ?￰ﾟﾑﾍ?￰ﾟﾑﾍ totalitas banget bang Sule ?￰ﾟﾔﾥ?￰ﾟﾔﾥ Kayaknya lehernya sakit itu bang?￰ﾟﾘﾀ?￰ﾟﾘﾀ?,1,,,
Gercep dong bt brownis hr ni trhibur dgn ada ny bintang tamu yg lucu n keren,1,,,
Gakak tteh Rina lucu bgt bronis sllu menghibur kita yg diluar negri ya,1,,,
"Gak sengaja liat vlog ini... Ternyata Melani woke banget.... Cerdas, bijak, dan profesional...saluut",1,,,
